网站名,品类,商家名称,地址,评分,人均消费,评论数,商圈
美团,美食,唐沫茶兮（元洪城店）,台江区台江路95号元洪城G层BF-T09,5,16,107,台江广场/元洪城
美团,美食,启达蛋糕,台江区福日花园5号楼07-1店面,4.6,0,758,台江广场/元洪城
美团,美食,正新鸡排（东百元洪购物广场店）,台江区台江路95号东百元洪购物广场B1层,4.9,14,4255,台江广场/元洪城
美团,美食,汕头八合里海记牛肉店（元洪城店）,台江区台江路东百元洪城四楼,4.4,84,84,台江广场/元洪城
美团,美食,武哥家·福建闽菜（东百元洪城店）,台江区台江路95号元洪城4F,4.6,61,2137,台江广场/元洪城
美团,美食,鲜芋仙（元洪店）,台江区台江路95号东百元洪购物广场负一层,3.9,19,11620,台江广场/元洪城
美团,美食,汕之膳叶记汕头牛肉火锅（台江总店）,台江区六一中路569号君临闽江一楼,4.9,62,1337,台江广场/元洪城
美团,美食,CoCo都可（元洪店）,台江区瀛洲街道台江路95号东百元洪G层A17铺位,4,13,287,台江广场/元洪城
美团,美食,大丰收李家（元洪店）,台江区台江路95号东100元洪购物广场4层（近台江广场车站）,4.1,52,5364,台江广场/元洪城
美团,美食,舒家大院老火锅,台江区台江路47号一层-8（米乐星KTV楼下）,4.4,81,455,台江广场/元洪城
美团,美食,百分茶（元洪店）,台江区台江路95号东百元洪购物广场G层（麦当劳底下）,4.1,20,106,台江广场/元洪城
美团,美食,谷田稻香（元洪店）,台江区台江路95号元洪城G层,4.3,31,124,台江广场/元洪城
美团,美食,四道菜·现撬海蛎煎（东百优品城店）,台江区台江路95号东百优品城4楼,4.1,51,5417,台江广场/元洪城
美团,美食,金峰牛排,台江区老药洲街桥头,3.5,50,601,台江广场/元洪城
美团,美食,莫闻味臭豆腐（元洪城店）,台江区瀛洲街道台江路95号元洪城商场地下一层07-A26,4.5,11,1229,台江广场/元洪城
美团,美食,傲椒不二小串,台江区江滨中大道126-7号（江滨公园内）,5,51,43,台江广场/元洪城
美团,美食,乐烧时尚自助烤肉（元洪店）,台江区台江路95号东100元洪购物广场5层,4,63,6009,台江广场/元洪城
美团,美食,康师傅私房牛肉面（元洪城店）,台江区瀛洲街道台江路95号地下一层,3.9,27,81,台江广场/元洪城
美团,美食,渔傅霞浦海鲜（五一店）,台江区五一南路215号（唐城大酒店旁）,4.2,93,43,台江广场/元洪城
美团,美食,金官饭店（达道店）,台江区达道路29号达文里新村8座茶城D143号,3,59,2,台江广场/元洪城
美团,美食,荣誉大酒楼（元洪店）,台江区台江路95号东百元洪购物广场5、6楼（近台江广场车站）,4.1,109,833,台江广场/元洪城
美团,美食,石山水美式餐厅（元洪店）,台江区台江路95号元洪城商场综合四层（近台江广场车站）,4.1,90,2450,台江广场/元洪城
美团,美食,后巷2号甜品工坊,台江区洋中街道洋中路东侧融信洋中城地块十二3#楼17层17商务办公,0,0,1,台江广场/元洪城
美团,美食,正宗太湖清水大闸蟹（老药洲街店）,台江区老药洲街南台批发市场门店#21,3.5,0,5,台江广场/元洪城
美团,美食,阳澄湖渔夫大闸蟹（中亭街店）,台江区五一南路303号,4,80,2,台江广场/元洪城
美团,美食,MUBAKERY麦卡秀手工烘焙（东百优品城元洪店）,台江区台江路95号元洪城商场地下一层06-B1F-T53,4,15,0,台江广场/元洪城
美团,美食,川西坝子（福州店）,台江区台江路33号沃尔戴斯酒店楼下,3.8,102,274,台江广场/元洪城
美团,美食,沐沐烘焙生活馆（中亭街店）,台江区福建省福州市台江区透龙街达江路8号,4.1,32,16,台江广场/元洪城
美团,美食,安德鲁森,台江区后洲街道达江路8号君临天华C组团第10号12号楼连接体1层10号店面,4,0,9,台江广场/元洪城
美团,美食,北角咖啡,台江区江滨中大道126-5号（近元洪城广场，元洪锦江二期门口）,5,35,410,台江广场/元洪城
美团,美食,安德鲁森（广宇店）,台江区台江农贸广宇商贸城1楼,4.1,16,22,台江广场/元洪城
美团,美食,85度C（福州元洪城店）,台江区台江路95号元洪城GF-A07,4,25,13,台江广场/元洪城
美团,美食,赞百佳潮汕牛肉火锅（台江店）,台江区台江路39号江振楼2层A,0,60,343,台江广场/元洪城
美团,美食,安藤家日式创意料理,台江区台江路元洪城广场5楼中庭,4,91,733,台江广场/元洪城
美团,美食,鲜丰水果（福建中亭店）,台江区后洲街道达江路8号君临天华B组团5#7#楼连接体1层30店面,4,26,0,台江广场/元洪城
美团,美食,必胜客（元洪店）,台江区台江路95号元洪城商场一层（元洪城商场B1-1层）,4,65,0,台江广场/元洪城
美团,美食,汀都厨坊,台江区六一路美博城2楼,4.5,43,34,台江广场/元洪城
美团,美食,鸡排风云（老药洲店）,台江区六一中路450号永升城综合一层53#-56#商场-88#,4,20,40,台江广场/元洪城
美团,美食,阳澄湖渔夫大闸蟹（桥北店）,台江区六一中路红星商住楼2号楼店面,4,80,12,台江广场/元洪城
美团,美食,渔家（元洪店）,台江区台江路东百元洪商场4楼（荣誉大酒楼楼下）,3.3,74,33,台江广场/元洪城
美团,美食,肯德基（元洪店）,台江区台江路107号元洪锦江二期,4,28,0,台江广场/元洪城
美团,美食,北方特色水饺,台江区台江路62号,3.5,0,3,台江广场/元洪城
美团,美食,关谷日式拉面（东百元洪城店）,台江区瀛洲街道台江路95号元洪城商场地下一层04-A07,4.2,45,106,台江广场/元洪城
美团,美食,快乐柠檬（东百元洪店）,台江区台江路95号东百元洪购物广场负1楼（近台江广场车站）,3.3,18,21,台江广场/元洪城
美团,美食,SUMMER·FIVE夏伍咖啡（万科店）,台江区白马中路万科广场二期二楼（骉骉火锅楼上）,4.6,43,491,万象城
美团,美食,二回熟台湾馔锅（万象城店）,台江区工业路8号（万象城4层）,5,61,4746,万象城
美团,美食,哈哈碳都（万宝城店）,台江区宁化街道工业路199号（中防万宝城负一楼008号商铺）,5,63,1479,万象城
美团,美食,小叫天泡椒活田鸡（万象城店）,台江区上海街道西环中路691号万象城商业广场（中央第五街对面）,4.7,45,3921,万象城
美团,美食,ESK Restaurant&Cafe宜斯厨房（万象九宜城店）,台江区工业路万象城1楼122铺（瑞幸咖啡对面）,5,100,76,万象城
美团,美食,韩国DMChicken分米鸡（万象城店）,台江区工业路378号万象城4层（詹姆斯芝士排骨）,5,81,1792,万象城
美团,美食,DQ（万象城店）,台江区西环中路691号万象生活城万象生活城2层，星巴克咖啡隔壁,4.4,29,867,万象城
美团,美食,元申太日式铁板烧自助（中防万宝城店）,台江区工业路193号中防万宝城美食城025号,4.5,139,1292,万象城
美团,美食,玖玖烘焙,台江区工业楼中央第五街2号楼1106,5,134,44,万象城
美团,美食,杭荟,台江区西二环中路万象生活城4楼,4.8,64,44,万象城
美团,美食,老湘亲·鱼头传说（万象城店）,台江区上海街道西环中路691号万象城商业广场323B号,4.5,67,2,万象城
美团,美食,云味四季·云南菜（万象城店）,台江区工业路378号万象城4层,4.3,65,490,万象城
美团,美食,辣三多重庆炭火蛙锅（中防万宝城店）,台江区工业路中防万宝城B2层（宝龙城市广场蘑菇云下面，西贝旁边）,4.4,60,175,万象城
美团,美食,肥猫食肆·日式料理猫咖,台江区怡园巷工业路360号,5,62,23,万象城
美团,美食,六感满足猪蹄,台江区工业路万象城4楼（肉祭烧肉一番旁）,5,63,1492,万象城
美团,美食,望蓉城·老坛酸菜鱼（万象店）,台江区西环中路691号万象城4楼,3.8,77,278,万象城
美团,美食,过饥草汤排骨焖饭,台江区交通西路40-6号建设银行旁（万象社区）,5,15,1193,万象城
美团,美食,爱乐甜品,台江区工业路360号中央第五街1号楼8楼823,5,46,60,万象城
美团,美食,Va创意食验所,台江区西二环中路菏泽小区蒲公英创意园10号楼2A,5,110,54,万象城
美团,美食,咖喱小栈（万象城店）,台江区工业路378号万象城4层,5,90,293,万象城
美团,美食,谷馍临特色肉夹馍（万象店）,台江区交通西路36-2号（万象城后门对面）,4.7,13,1939,万象城
美团,美食,椰贝原味椰子鸡（万象店）,台江区西二环中路691号万象城四楼,4,88,250,万象城
美团,美食,马路边边资格老成都串串香（五街福州总店）,台江区地址：中央第五街2号楼11店面（万象城八合里海记正对面）,3.2,78,177,万象城
美团,美食,北疆饭店（万象城店）,台江区工业路378号万象城4层,4.2,64,8874,万象城
美团,美食,UQ西班牙铁锅饭（万象店）,台江区西环中路691号万象生活城4楼,4.1,69,19,万象城
美团,美食,肯德基（万象店）,台江区工业路691号万象城购物中心一，二,4,29,0,万象城
美团,美食,汉堡王（中防万宝城店）,台江区工业路199号中防万宝城地下一、二层,4,33,0,万象城
美团,美食,鸟匠·日式串烧Bar（万象城店）,台江区工业路万象城4楼,3.8,119,49,万象城
美团,美食,九两果蔬鸡排王,台江区工业路193号万宝城负一楼地铁C口,3.5,13,3,万象城
美团,美食,二当家砂锅串串,台江区怡园巷工业路360号,4.7,63,48,万象城
美团,美食,明月珑茶（中防万宝店）,台江区地铁2号线宁化站C口负二层往中防万宝城方向-中央大街154号,3.5,13,1,万象城
美团,美食,Thank u mom（万象城购物商场店）,台江区工业路378号万象城4层,4.3,65,124,万象城
美团,美食,壹间茶餐厅（中央第五街店）,台江区工业路360号中央第五街3号楼15-16店,4,64,2,万象城
美团,美食,豐柏轩食府,台江区西二环中路667号,5,50,35,万象城
美团,美食,超级物种（万象店）,台江区上海街道西环中路691号（原工业路378号）,4.5,99,8,万象城
美团,美食,象泰-吃咖喱的地方（万象物种店）,台江区西二环中路工业路378号,4,66,3,万象城
美团,美食,糖果果千层蛋糕,台江区中央第五街2#楼3层306,0,0,0,万象城
美团,美食,独一风木桶喷泉火锅（福州直营店）,台江区怡园巷工业路360号,4.4,69,13,万象城
美团,美食,必胜客（万象城店）,台江区工业路378号万象城B1层,4,64,0,万象城
美团,美食,Totoro森林,台江区西二环中路菏泽小区蒲公英创新工厂7号楼,0,75,231,万象城
美团,美食,刘福记北京烤鸭（黎明店）,台江区斗池路醉得意旁,3.5,48,6,万象城
美团,美食,快乐柠檬（万象城店）,台江区西环中路691号万象商业广场一层29-35商场1K07号商铺,3.7,19,15,万象城
美团,美食,悦刻cafe（万宝店）,台江区西二环中路中防万宝城负2楼,3.7,44,18,万象城
美团,美食,鲍师傅糕点（万象城店）,台江区上海街道西环中路691号万象商业广场四楼3K01,4,15,14,万象城
美团,美食,鹿谷製茶（万宝店）,台江区工业路中防万宝城亲水街92号（万象城麦当劳旁边扶梯或电梯下来）,0,18,395,万象城
美团,美食,大鱼等于壹（中央第五街店）,台江区上海街道工业路360号中央第五街2号楼2层13店面及2号楼1层和2层15号店面（八合里对面）,0,61,26,万象城
美团,美食,流川风（万象城店）,台江区西二环中路工业路378号万象城负一楼永辉超市出口处,4.2,23,80,万象城
美团,美食,N2U BARBECUE熨斗烤肉（万象城店）,台江区西环中路691号万象城4楼,3.4,75,390,万象城
美团,美食,85度C（福州万象城店）,台江区上海街道西环中路691号万象商业广场地下1层01商场B03号商铺（原工业路378号）,4,29,0,万象城
美团,美食,二勺咖啡馆,台江区工业路422号中利佳园7号楼底商,3.5,30,5,万象城
美团,美食,茶匠微舍,台江区西二环中路荷泽巷32号（蒲公英创新工场）,3.5,24,9,万象城
美团,美食,RuRu甜品,台江区西环中路608号店（荷花幼儿园旁）,0,30,4,万象城
美团,美食,一杯子,台江区工业路360号中央第五街1号楼725,5,80,51,万象城
美团,美食,Coco都可（天虹广场店）,台江区西环南路天虹广场二楼,3.9,13,19,万象城
美团,美食,醉得意（黎明永辉店）,台江区西二环南路602号二层（斗池路与二环路交汇处，黎明永辉旁）,3.6,34,91,万象城
美团,美食,吉野家（中防万宝店）,台江区工业路199号中防万宝城负一层美食区二十四小时通道旁,3.2,20,64,万象城
美团,美食,西贝莜面村（中防万宝城店）,台江区工业路199号中防万宝城福云南广场负二层MSL-1009,3.5,80,39,万象城
美团,美食,一家 cake 烘焙,台江区中央第五街1号楼410,5,163,131,万象城
美团,美食,蒙自源小锅米线,台江区工业路万象城四楼潮牛对面,3.6,22,438,万象城
美团,美食,名联汀州里·客小馆（万象城店）,台江区上海街道西环中路691号（万象商业广场4层301号商铺）,3.4,57,275,万象城
美团,美食,佰纳汇HIFI音乐世界精酿啤酒吧,台江区浦西路工业路193号,3.9,81,7,宝龙城市广场
美团,美食,N多寿司（宝龙城市广场店）,台江区工业路193号宝龙城市广场1层,5,11,3200,宝龙城市广场
美团,美食,小叫天泡椒活田鸡（宝龙城市广场店）,台江区工业路193号宝龙城市广场1层,4.8,47,4726,宝龙城市广场
美团,美食,哈尔滨小味串店（宝龙店）,台江区宁化路工业路193号,3.9,90,10,宝龙城市广场
美团,美食,膳皇潮叶记汕头牛肉火锅（宝龙店）,台江区万宝商圈浦西路宝龙后门国惠大酒楼旁边,4.7,63,259,宝龙城市广场
美团,美食,眷村里迷路（中防万宝城店）,台江区工业路199号中防万宝城B1美食城B区095号（肯德基隔壁）,5,51,280,宝龙城市广场
美团,美食,桥香园云南过桥米线（宝龙店）,台江区宁化街道工业路199号（宝龙广场地铁商业区）中防万宝城第三区块负二层002号店,5,24,61,宝龙城市广场
美团,美食,满三豆花（宝龙2店）,台江区宁化街道工业路193号宝龙广场二层2005-2006（宝龙广场二楼肯德基门口往右走50米，在中间位置）,5,12,1815,宝龙城市广场
美团,美食,贵族世家牛排自助餐厅(宝龙城市广场店),台江区工业路宝龙城市广场1号大门负一楼（负一楼25-27号肯德基那个扶梯下楼，扶梯后面）,4.7,69,2627,宝龙城市广场
美团,美食,陈家生煎（中防万宝城店）,台江区西环南路宝龙城市广场中防万宝城负一楼,4.2,19,104,宝龙城市广场
美团,美食,瑞可爷爷的店（宝龙城市广场店）,台江区工业路193号宝龙城市广场B1层,4.4,28,9112,宝龙城市广场
美团,美食,奉茶茶恋花,台江区工业路173号地铁站c出口旁边负2楼,5,18,26,宝龙城市广场
美团,美食,红运火锅小栈（中防万宝城店）,台江区工业路199号中防万宝城负二楼5号商铺,4.1,94,359,宝龙城市广场
美团,美食,广芳园老香港茶点（宝龙店）,台江区宝龙城市广场1#2#楼连体一层173号,5,22,472,宝龙城市广场
美团,美食,令狐冲·窑烤活鱼（宝龙店）,台江区宝龙城市广场外围尚水国际楼下,3.9,60,8276,宝龙城市广场
美团,美食,CoCo都可（福州宝龙广场店）,台江区工业路193号宝龙城市广场一楼多金A001铺位,4.1,13,529,宝龙城市广场
美团,美食,枫·料理（中防万宝城店）,台江区中防万宝城负二楼2011铺（宝龙蘑菇云下方靠宝龙方向直行15米）,4.8,64,94,宝龙城市广场
美团,美食,国惠大酒楼（宝龙店）,台江区工业路193号宝龙城市广场正后侧（近万象城）,4.2,105,3878,宝龙城市广场
美团,美食,那一家（宝龙店）,台江区工业路193号宝龙城市广场3楼家乐福超市旁,3.8,46,1917,宝龙城市广场
美团,美食,笨蛙·美蛙火锅（宝龙店）,台江区工业路193号宝龙广场南街康城路一层,4.5,103,26,宝龙城市广场
美团,美食,凡塔斯牛排餐厅（宝龙店）,台江区工业路193号宝龙城市广场B1层,3.6,63,7683,宝龙城市广场
美团,美食,老香港蛋糕（宝龙店）,台江区工业路与白马中路交叉口工业路125号,5,0,15,宝龙城市广场
美团,美食,华莱士（宝龙城市广场店）,台江区工业路193号宝龙城市广场1层,3.9,18,3277,宝龙城市广场
美团,美食,周麻婆（宝龙城市广场店）,台江区工业路193号宝龙城市广场1层,3.6,36,31,宝龙城市广场
美团,美食,汀洲佬客家鸭肉粥（宝龙新华都店）,台江区西二环南路宝龙城市广场新华都百货一楼东门旁,4.2,22,57,宝龙城市广场
美团,美食,乐烧自助烤肉（宝龙城市广场店）,台江区工业路193号宝龙城市广场B1层,3.8,62,12537,宝龙城市广场
美团,美食,锅小小锅旋转自助火锅（中防万宝城店）,台江区工业路199号中防万宝城负一楼肯德基与汉堡王中间,4.2,63,996,宝龙城市广场
美团,美食,侠客行,台江区工业路193号,4.1,73,16,宝龙城市广场
美团,美食,千口甘,台江区工业路宝龙城市广场负1楼（宝龙乐园隔壁边上果然汁己对面）,4,10,11,宝龙城市广场
美团,美食,潇肴江湖（宝龙城市广场店）,台江区工业路193号宝龙城市广场4层,4.1,50,2018,宝龙城市广场
美团,美食,肯德基（宝龙城市广场店）,台江区工业路193号宝龙城市广场2层37-41,4,29,0,宝龙城市广场
美团,美食,星山妈妈手炭火烤肉专门店,台江区工业路193号宝龙城市广场1层,4.7,65,137,宝龙城市广场
美团,美食,萨贝尔(宝龙城市广场店),台江区工业路193号宝龙城市广场5层,3.7,81,813,宝龙城市广场
美团,美食,呆爷芋圆烧·茶饮,台江区宝龙城市广场负一楼（动漫城对面）,3.6,18,121,宝龙城市广场
美团,美食,爱米渔（宝龙店）,台江区工业路193号宝龙城市广场负一楼,3.5,17,6,宝龙城市广场
美团,美食,蜀大侠四川传统主义火锅（宝龙店）,台江区工业路宝龙城市广场4楼,3.3,77,341,宝龙城市广场
美团,美食,答案茶（宝龙城市广场店）,台江区工业路宝龙城市广场一层152#店面（正新鸡排旁边）,3.7,18,20,宝龙城市广场
美团,美食,华丰贺氏（宁化店）,台江区宁化路3号博奥城4号楼一层04店面,3.7,18,22,宝龙城市广场
美团,美食,拉面大王（宝龙店）,台江区工业路193号宝龙宝龙F1,3.7,16,531,宝龙城市广场
美团,美食,麻吉丫辣卤（地铁宁化店）,台江区宁化街道工业路193号中防万宝城商铺L1层233号,3.5,19,1,宝龙城市广场
美团,美食,嘿茶（宝龙城市广场店）,台江区宁化路15-22号,4.8,10,52,宝龙城市广场
美团,美食,杯言茶语,台江区康城路193号宝龙广场6号门旁,3.5,16,5,宝龙城市广场
美团,美食,小爷酸汤鱼（宝龙城市广场店）,台江区宝龙城市广场负一楼257B店面（宝龙乐园旁）,3.8,62,444,宝龙城市广场
美团,美食,一道田鸡（宝龙店）,台江区康城路工业路193号宝龙一层后排7号门出口,4,49,5,宝龙城市广场
美团,美食,转角遇到蚵仔煎（宝龙店）,台江区工业路宝龙城市广场负一楼200号,3.4,24,3404,宝龙城市广场
美团,美食,阳光餐厅,台江区白马南路213-217号,3.5,67,4,宝龙城市广场
美团,美食,疯狂小丸子,台江区中防万宝城负一楼美食城096风云再起旁边,0,15,71,宝龙城市广场
美团,美食,坛子红（宝龙店）,台江区宁化路宝龙城市广场后门,0,42,101,宝龙城市广场
美团,美食,鲸饮屋（宝龙店）,台江区宁化街道工业路193号宝龙城市广场1#、2#楼连体1层07店面（3号门旁联通隔壁）,3.9,14,135,宝龙城市广场
美团,美食,鲜芋惠仙（宝龙城市广场店）,台江区工业路193号宝龙城市广场2层,3.9,21,6954,宝龙城市广场
美团,美食,坛太宗坛烧肉,台江区工业路宝龙广场4楼,3,49,273,宝龙城市广场
美团,美食,品味轩闽北私房菜,台江区宁化街宝龙广场浦西路96号（宝龙国惠后面）,3.5,55,2,宝龙城市广场
美团,美食,御炉春北京烤鸭（宝龙店）,台江区宁化路浦西路101号（宝龙国惠大酒楼旁）,0,53,33,宝龙城市广场
美团,美食,金饭庄（宝龙城市广场店）,台江区工业路192号宝龙城市广场B1层（咕叽咕叽游乐园对面）,3.9,41,2667,宝龙城市广场
美团,美食,果然汁己（宝龙城市广场店）,台江区工业路193号宝龙城市广场B1层,3.7,16,101,宝龙城市广场
美团,美食,蛙功夫（宝龙城市广场店）,台江区工业路193号宝龙城市广场B1层249-252,3,79,497,宝龙城市广场
美团,美食,楊國福麻辣烫（宝龙城市广场店）,台江区工业路193号宝龙城市广场1层,4,21,99,宝龙城市广场
美团,美食,可麦西饼坊,台江区宁化支路27-1号,4.7,15,184,宝龙城市广场
美团,美食,开蚝屋（宝龙店）,台江区宁化路宝龙广场1楼外围,3.2,62,12,宝龙城市广场
美团,美食,呷棒潮汤（中防万宝店）,台江区工业路199号中防万宝城B1美食城B区029号（星巴克，肯德基隔壁）,3.5,39,9,宝龙城市广场
美团,美食,光遇餐吧,晋安区岳峰镇竹屿路6号东二环泰禾广场20号楼101（音乐天空餐厅旁边）,5,89,25,世欧王庄
美团,美食,凯宾斯基酒店·泰福酒楼,晋安区横屿路1号泰禾凯宾斯基酒店2F（东二环泰禾广场营销中心旁）,5,172,468,世欧王庄
